Disease,Cause,BERTScore_Healthline,BERTScore_MedlinePlus,BERTScore_MayoClinic,ROUGE1_Healthline,ROUGE2_Healthline,ROUGEL_Healthline,ROUGE1_MedlinePlus,ROUGE2_MedlinePlus,ROUGEL_MedlinePlus,ROUGE1_MayoClinic,ROUGE2_MayoClinic,ROUGEL_MayoClinic
fever,"According to the provided sources:

The main causes of fever include:

1. Infections (including the flu and pneumonia)
2. Immunizations (such as diphtheria, tetanus, and acellular pertussis in children)
3. Teething (in infants)
4. Inflammatory diseases, such as:
   - Rheumatoid arthritis (RA)
   - Crohn's disease
   - Autoimmune diseases
5. Medications, including:
   - Antibiotics
   - Blood pressure medicines
   - Anti-seizure medicines

Note that MedlinePlus mentions additional causes such as cancers, but it does not seem to be the primary cause of fever.",0.8459121584892273,0.8315209746360779,0.8210622668266296,0.41379310344827586,0.18905472636815918,0.354679802955665,0.30985915492957744,0.0947867298578199,0.15023474178403756,0.30344827586206896,0.08333333333333333,0.15172413793103448
fibromyalgia,"Based on the provided information from trusted sources (MayoClinic, MedlinePlus, Healthline), the main causes of fibromyalgia are:

1. **Genetic factors**: Fibromyalgia tends to run in families, suggesting that genetic mutations or variations could play a role in the development of the condition.
2. **Infections**: Certain infections, such as flu, pneumonia, Epsteing-Barr virus, gastrointestinal infections, and others, may trigger or exacerbate fibromyalgia.
3. **Trauma**: Severe physical or emotional trauma can lead to the development of fibromyalgia, and it has been linked to post-traumatic stress disorder (PTSD).
4. **Stress**: Chronic stress, including hormonal changes, may contribute to the development of fibromyalgia.
5. **Environmental factors**: Nongenetic factors, such as physical inactivity, obesity, and sleep disturbances, may also play a role in the development of fibromyalgia.
6. **Interplay between genetic and environmental factors**: It's likely that both genetic predisposition and environmental factors interact to determine the overall risk of developing fibromyalgia.

It's worth noting that while these causes are thought to contribute to the development of fibromyalgia, the exact cause remains unknown, and more research is needed to understand the underlying mechanisms.",0.8558663725852966,0.8611415028572083,0.8642011284828186,0.4608501118568233,0.14831460674157304,0.2192393736017897,0.4810126582278481,0.18220338983050852,0.20253164556962025,0.43533123028391163,0.09523809523809523,0.17665615141955837
gallstones,"According to the provided information, the main causes of gallstones are:

1. Excess cholesterol in the bile: This can lead to the formation of yellow cholesterol stones, which make up approximately 4 in 5 gallstones.
2. Excess bilirubin in the bile: This can lead to the formation of pigment stones, which are often dark brown or black and result from the liver's inability to adequately break down excess bilirubin.

Both of these excessive substances can contribute to the formation of gallstones, primarily due to the inability of the liver and gallbladder to function properly.",0.8940039277076721,0.8761506676673889,0.8701688051223755,0.5021276595744681,0.22317596566523604,0.3404255319148936,0.3699421965317919,0.10526315789473682,0.2312138728323699,0.34210526315789475,0.07079646017699115,0.19298245614035087
GERD,"The main causes of GERD (Gastroesophageal Reflux Disease) are closely related to the dysfunction of the lower esophageal sphincter (LES). Some of the key factors that can interfere with LES function include:

1. Hiatal hernia: When part of the stomach pushes above the diaphragm, weakening its ability to support the LES.
2. Overeating: Consuming large meals can stretch the stomach, reducing pressure on the LES and allowing reflux.
3. Lying down after eating: This position can reduce the pressure needed for the LES to stay closed.
4. Other lifestyle factors:
   - Smoking or exposure to secondhand smoke
   - Consuming large meals close to bedtime
   - Frequent use of NSAIDs like aspirin and ibuprofen
5. Health factors:
   - Obesity
   - Pregnancy
   - Connective tissue disorders
   - Older age",0.8612578511238098,0.8770260810852051,0.8856495022773743,0.36554621848739494,0.15189873417721517,0.2647058823529411,0.4852941176470588,0.29556650246305416,0.39705882352941174,0.5071090047393364,0.3857142857142857,0.4549763033175355
heart attack,"According to the provided trusted information from MayoClinic and Healthline, the main causes of a heart attack are:

1. **Coronary heart disease**: This is where plaque builds up in the arteries that supply blood to the heart, also known as atherosclerosis.
2. **Type I heart attacks**: Plaque on the inner wall of the artery ruptures, releasing cholesterol and other substances into the bloodstream, forming a blood clot and blocking the artery (usually ST elevation myocardial infarction, STEMI).
3. **Type II heart attacks**: The heart does not receive as much oxygen-rich blood as it needs, but there is not a complete blockage of an artery (non-ST elevation myocardial infarction, NSTEMI).

Additionally, other causes of heart attacks include:

- Torn blood vessels
- Blood vessel spasms (coronary artery spasm)
- Drug misuse
- Hypoxia (lack of oxygen in the blood)

It's also worth noting that other possible causes mentioned in the text include:

* Certain infections (e.g. COVID-19)
* Spontaneous coronary artery dissection (SCAD)
* Coronary artery spasm (other names for Prinzmetal's angina, vasospastic angina, or variant angina)

These causes can contribute to a heart attack, but the leading cause remains coronary heart disease.",0.8982425928115845,0.8380005955696106,0.8699806928634644,0.7165109034267912,0.6144200626959248,0.64797507788162,0.41121495327102797,0.16927899686520376,0.20560747663551399,0.5265486725663716,0.2577777777777778,0.2743362831858407
hemorrhoids,"According to the information from trusted sources (MayoClinic, MedlinePlus, and Healthline), the main causes of hemorrhoids are:

1. Straining during bowel movements
2. Constipation
3. Sitting for long periods of time, especially on the toilet
4. Certain diseases, such as cirrhosis
5. Family history of hemorrhoids (as it may be inherited)
6. Chronic diarrhea or diarrhea/prescription changes.",0.8640486598014832,0.8827140927314758,0.8683665990829468,0.4161073825503356,0.19047619047619047,0.2953020134228188,0.5119999999999999,0.2926829268292683,0.39999999999999997,0.4333333333333333,0.23728813559322032,0.33333333333333337
hepatitis A,"Based on the provided information, the main causes of hepatitis A are:

1. Fecal-oral transmission: This occurs when infected stool, even tiny amounts, enters the mouth of another person. This can happen through eating food contaminated with infected stool or drinking contaminated water.

2. Casual contact with an infected person: Being in close contact with someone who has hepatitis A can lead to transmission, even if that person has no symptoms.

3. Contaminated food and water: Eating food handled by someone with the virus who didn't thoroughly wash their hands after using the toilet, drinking contaminated water, or eating food washed in contaminated water can lead to transmission.",0.8727344870567322,0.8836036920547485,0.9007969498634338,0.47368421052631576,0.15909090909090912,0.2631578947368421,0.5643564356435643,0.27,0.31683168316831684,0.5923344947735191,0.40701754385964917,0.397212543554007
hepatitis B,"The main causes of hepatitis B based on the provided information are:

1. Direct contact with infected bodily fluids:
   - Blood (through needles, cuts, or puncture wounds)
   - Semen (during unprotected sex)
   - Vaginal fluids (during unprotected sex)
   - Saliva (though it's not transmitted, in rare cases)
   - Other body fluids that may be infected with the virus

2. Transmission from person to person:
   - Intimate contact (with an infected partner without using a condom)
   - Sharing needles or equipment used to inject illicit drugs
   - Accidental needlestick or sharps injuries
   - Exposure to infected blood through work (for healthcare workers)
   - Being born to a hepatitis B-infected mother

3. Healthcare-related risks:
   - Improper disposal of sharps or needles
   - Sharing equipment without proper sterilization

4. High-risk behaviors:
   - Having unprotected sex or sharing personal items with someone who has the virus
   - Receiving blood transfusions (although this is rare in the United States due to screening of all blood used for transfusions)",0.8139055371284485,0.8548332452774048,0.8385705947875977,0.3288888888888889,0.08071748878923767,0.15999999999999998,0.5750798722044728,0.2508038585209003,0.2619808306709265,0.5341246290801187,0.17910447761194026,0.23145400593471807
hepatitis C,"The main causes of hepatitis C according to the trusted information provided are:

1. Blood-to-blood contact: The virus can spread through the following methods:
   - Using nonsterile needles or syringes
   - Receiving a blood transfusion (although rare in the U.S. since blood screening became available in 1992)
   - Sharing personal hygiene items like razors, toothbrushes, or clippers (for tattooing and piercing equipment) (for tattooing, piercing, and tattooed acupuncture)
   - Receiving an organ transplant (donated from a patient with HCV)

2. Sharing injection equipment or supplies (with someone who has HCV)

3. Unprotected sexual contact with a person who has HCV

4. Mothers passing the infection to their children during pregnancy or childbirth (although this form of transmission is often associated with vertical transmission in the womb)

5. Passing the infection to someone through organ or blood products before a specific time period (the exact time periods provided in the text are before 1992 and before 1987), and people that received certain health care 
6. HIV co-infection and people that had injection drug use",0.8433775901794434,0.8490664958953857,0.8110044598579407,0.4948453608247423,0.1522491349480969,0.22680412371134018,0.4523160762942779,0.16438356164383564,0.2016348773841962,0.27715355805243447,0.052830188679245285,0.15730337078651685
hernia,"Based on the information from MayoClinic, MedlinePlus, and Healthline, the main causes of hernia that have been identified are:

1. Muscle weakness or strain
2. Certain congenital conditions present from birth due to developmental issues in the womb
3. Aging
4. Injuries or complications from surgery
5. Intense physical activity or heavy lifting
6. Persistent coughing or chronic obstructive pulmonary disease (COPD)
7. Pregnancy, particularly with multiple pregnancies
8. Constipation, causing straining during bowel movements
9. Being overweight or obese
10. Abdominal fluid buildup (ascites)
11. Certain risk factors include:
   a. Premature birth or low birth weight
   b. Older age
   c. Chronic coughing (due to repeated pressure on the abdomen)
   d. Cystic fibrosis
   e. Pregnancy
   f. Persistent constipation
   g. Excess weight or obesity
   h. Smoking, which weakens connective tissues
   i. A personal or family history of hernias

These causes can contribute to a gradual or rapid development of a hernia, depending on the underlying cause.",0.8800574541091919,0.9022420048713684,0.912377655506134,0.6125,0.23270440251572327,0.4375,0.7254237288135593,0.43686006825938567,0.5627118644067797,0.7986348122866894,0.549828178694158,0.6757679180887372
HIV,"Based on the provided information from trusted sources (MayoClinic, MedlinePlus, and Healthline), the main causes of HIV are:

1. Unprotected sexual contact (vaginal or anal sex) with a person who has HIV: This is the most common way HIV is spread.
2. Sharing of drug needles and injecting illicit drugs.
3. Contact with the blood of a person with HIV.
4. Mother to child transmission during pregnancy, childbirth, or breastfeeding.",0.8476965427398682,0.9064969420433044,0.8488792181015015,0.40277777777777773,0.12676056338028172,0.22222222222222224,0.5734265734265733,0.43971631205673756,0.5454545454545454,0.43356643356643354,0.14184397163120568,0.2377622377622378
hives,"According to the information provided, the main causes of hives can include:

1. Allergic reactions 
   - Animal dander (especially from cats)
   - Insect bites
   - Medicines
   - Pollen
   - Foods (such as shellfish, fish, nuts, eggs, milk, and other foods)

2. Non-allergic factors and conditions:
   - Stress
   - Tight clothes
   - Exercise
   - Illnesses or infections
   - Exposure to hot or cold temperatures
   - Excessive sweating 

3. Sometimes, the actual cause of hives cannot be determined.",0.8411180377006531,0.8406503796577454,0.8404099941253662,0.4017857142857143,0.20720720720720717,0.2857142857142857,0.4142011834319526,0.17964071856287428,0.27218934911242604,0.3977272727272727,0.1724137931034483,0.25
kidney stones,"Based on the information provided, there are several main causes of kidney stones. According to the text, they include:

1. Imbalance of substances in urine: Kidney stones form when the urine contains more crystal-forming substances (such as calcium, oxalate, and uric acid) than the fluid in the urine can dilute.
2. Lack of substances that prevent crystal formation: The urine may lack substances that prevent crystals from sticking together, creating an ideal environment for kidney stones to form.
3. Genetic factors: Certain genetic changes can increase the risk of developing kidney stones by altering the levels of minerals and compounds in cells, leading to an imbalance in urine.
4. Environmental and lifestyle factors:
   - Dehydration (too little water in the body)
   - Diet:
     - High oxalate content from foods like fruits, vegetables, nuts, and chocolate
     - High protein, salt, or glucose diet
     - Calcium-deficient diet
   - Medications:
     - Diuretics, which increase urine production and lead to dehydration
     - Calcium antacids, which neutralize stomach acids and can increase the risk of developing stones
5. Underlying health conditions:
   - Hypercalciuria (high levels of calcium in the urine)
   - Obesity
   - Type 2 diabetes
   - Inflammatory bowel disease
   - Gout
   - Hyperparathyroidism
   - Recurrent urinary tract infections",0.8250625729560852,0.8542035818099976,0.846855103969574,0.4290220820189274,0.13968253968253969,0.2145110410094637,0.5227272727272727,0.26615969581749055,0.28030303030303033,0.455743879472693,0.22306238185255198,0.2824858757062147
obesity,"According to the provided information, the main causes of obesity are:

1. Genetics: Imbalances in the body's metabolism and fat storage can lead to obesity due to genetic factors.
2. Loss of muscle mass and slow metabolic rate: As people age, they may experience less muscle mass, which can lead to a slower metabolism and make it easier to gain weight.
3. Poor diet quality and high calorie intake: Consuming more calories than the body burns through daily activities and exercise can lead to obesity.
4. Lack of physical activity and sedentary lifestyle: With the increased use of conveniences such as remote controls, escalators, and online shopping, people may not be burning enough calories through their daily activities.
5. Medical conditions: Certain health conditions, such as metabolic syndrome, polycystic ovary syndrome (PCOS), Prader-Willi syndrome, Cushing syndrome, hypothyroidism, and osteoarthritis, can increase the risk of obesity.
6. Hormonal imbalances: Conditions like hypothyroidism, menopause, and pregnancy can cause hormonal imbalances that lead to weight gain and obesity.
7. Lifestyle factors:
   - Eating more than the body needs, especially due to stress or anxiety.
   - Feeling hungry sooner or eating more calories before feeling full.
   - Limited access to healthy foods and lack of time to plan and make healthy meals.
   - Not getting enough sleep.
   - High stress levels.
   - Not getting enough",0.8540098071098328,0.8429553508758545,0.8554948568344116,0.49901768172888017,0.17357001972386588,0.22003929273084477,0.36952998379254454,0.0910569105691057,0.13614262560777957,0.42196531791907516,0.19186046511627908,0.17341040462427745
osteoarthritis,"Based on the trusted information provided, the main causes of osteoarthritis can be summarized as follows:

1. Gradual joint and cartilage damage: The main cause of osteoarthritis is the gradual deterioration of the cartilage that cushions the ends of bones in the joints, leading to bones rubbing against each other.

2. Genetic factors: Genetic variations affect the amount, timing, and location of gene activity, especially genes involved in the formation and maintenance of bone and cartilage. These genetic changes can combine to increase the risk of developing the disorder, even with small effects.

3. Environmental and lifestyle factors:
   - Obesity
   - Injuries such as torn cartilage, dislocated joints, or ligament injuries
   - Age 50 years and older
   - Sex (being assigned female at birth)
   - Occupations that involve repetitive joint stress (kneeling, climbing, heavy lifting, etc.)
   - Presence of another medical condition that affects joint health

4. The imbalance between buildup and breakdown of cartilage: In osteoarthritis, the balance between the buildup and breakdown of cartilage is lost, leading to cartilage damage and overall breakdown.

5. Body's failed attempts to repair damage: The condition is thought to be the result of the body's failed attempts to repair joint damage, which can trigger an immune response, causing inflammation of other joint tissues and leading to further joint damage.

Note that these causes are not mutually exclusive, and it is",0.8734777569770813,0.8710775375366211,0.8529678583145142,0.47594936708860763,0.22900763358778628,0.32911392405063294,0.598019801980198,0.33001988071570576,0.2534653465346534,0.34069400630914826,0.13968253968253969,0.2082018927444795
osteoporosis,"According to the trusted sources (MayoClinic, MedlinePlus, and Healthline) mentioned, the main causes of osteoporosis include:

1. Insufficient calcium intake: Not consuming enough calcium to build new bone tissue.
2. Lack of vitamin D: Vitamin D helps the body absorb calcium, and a deficiency in vitamin D can lead to bone loss.
3. Reduced estrogen levels: Decreased estrogen in women during menopause and decreased testosterone in men as they age.
4. Prolonged bed rest: Confined to a bed due to a prolonged illness, primarily affecting bones in children.
5. Chronic inflammatory conditions: Medical conditions that cause increased inflammation in the body, such as Crohn's disease or rheumatoid arthritis.
6. Certain medications: Taking certain medicines, such as:
   - Seizure medications
   - Hormone therapies for prostate or breast cancer
   - Steroid medicines taken for more than 3 months

Additionally, some sources mention other contributing factors, including:

* Failure to absorb enough calcium and vitamin D
* Certain medical conditions that can lead to increased inflammation
* Increased risk factors such as family history of osteoporosis

However, the main causes can be summarized to a combination of:

* Inadequate intake of calcium and vitamin D
* Hormonal changes, particularly decreased estrogen in women and testosterone in men
* Certain medical conditions and medications that can weaken bones.",0.864592969417572,0.8634760975837708,0.8685608506202698,0.5092402464065708,0.1938144329896907,0.2628336755646817,0.47100175746924433,0.26455026455026454,0.31282952548330406,0.5524193548387096,0.2672064777327935,0.29435483870967744
Parkinson's disease,"Based on the information provided from the trusted sources MayoClinic and MedlinePlus (also Healthline), the causes of Parkinson's disease are not fully known, but research suggests several factors that may contribute to its development. The main causes and risk factors include:

1. Genetics: Specific genetic mutations are linked to Parkinson's disease. However, these are rare unless many family members have had the disease.
2. Environmental factors: Exposure to certain toxins, pesticides, and other environmental factors may increase the risk of developing Parkinson's disease. Examples include:
   - MPTP (a substance sometimes found in illegal drugs)
   - Pesticides
   - Well water used for drinking
3. Age: Parkinson's disease most often develops after age 60, with a higher prevalence between 50 and 60 years.
4. Sex: Men are one and a half times more likely to develop Parkinson's disease than women.
5. Family history: People with close family members who have Parkinson's disease are more likely to develop the condition.
6. Head injury: People who experience head injuries may be at a higher risk of developing Parkinson's disease.

It is essential to note that no single cause has been identified, and many other factors may contribute to the development of Parkinson's disease.",0.8792021870613098,0.8401210904121399,0.8565154671669006,0.5849056603773585,0.33175355450236965,0.3018867924528302,0.31044776119402984,0.06606606606606606,0.1791044776119403,0.45387453874538747,0.22962962962962963,0.33579335793357934
psoriatic arthritis,"Based on the information from the credible sources (MayoClinic, MedlinePlus, and Healthline), the main causes of psoriatic arthritis are:

1. Genetic factors: Psoriatic arthritis has a family history component, and researchers have identified genetic markers associated with the condition. Genetic variations, such as those in the HLA complex and other immune-related genes, are thought to contribute to the risk of developing psoriatic arthritis.
2. Environmental factors: Physical trauma, viral or bacterial infections, extreme stress, and injury are thought to trigger psoriatic arthritis in people with an inherited tendency.
3. Immune system dysfunction: Psoriatic arthritis likely results from excessive inflammation in the joints and skin, which is caused by the immune system's misguided attack on healthy cells and tissue.
4. Triggering events: Specific triggers, such as a viral or bacterial infection, injury, or extreme stress, may set off the immune response that leads to psoriatic arthritis in people with an underlying genetic predisposition.

Overall, it appears that psoriatic arthritis is the result of a combination of genetic and environmental factors, with an abnormal immune response leading to excessive inflammation in the joints and skin.",0.8625008463859558,0.8669824600219727,0.8917988538742065,0.3371647509578545,0.09266409266409266,0.13793103448275865,0.48684210526315785,0.2026431718061674,0.19298245614035087,0.528169014084507,0.2624113475177305,0.2605633802816902
cirrhosis,"According to the reputable sources provided (MayoClinic, MedlinePlus, and Healthline), the main causes of cirrhosis are:

1. **Chronic alcohol abuse**: Long-term alcohol consumption can damage the liver.
2. **Persistent viral hepatitis** (types B, C, and D): Ongoing viral hepatitis infections can lead to liver damage.
3. **Nonalcoholic fatty liver disease** (NAFLD): A condition characterized by fat buildup in the liver, often related to being overweight, high blood pressure, diabetes, or pre-diabetes.
4. **Hemochromatosis**: Excessive iron accumulation in the body, causing damage to liver tissue.
5. **Autoimmune hepatitis**: A liver disease where the immune system attacks liver cells.
6. **Genetic conditions**: Certain genetic disorders, such as alpha-1 antitrypsin deficiency, cystic fibrosis, Alagille syndrome, and inherited disorders of sugar metabolism, can increase the risk of cirrhosis.

These factors can progressively damage liver tissue, leading to cirrhosis, a condition often referred to as the end result of chronic liver disease.",0.8918102979660034,0.8630298972129822,0.8757579326629639,0.6326530612244898,0.39041095890410965,0.44217687074829937,0.47014925373134325,0.1954887218045113,0.2462686567164179,0.5436241610738254,0.2567567567567568,0.3221476510067114
