Disease,Cause,BERTScore_Healthline,BERTScore_MedlinePlus,BERTScore_MayoClinic,ROUGE1_Healthline,ROUGE2_Healthline,ROUGEL_Healthline,ROUGE1_MedlinePlus,ROUGE2_MedlinePlus,ROUGEL_MedlinePlus,ROUGE1_MayoClinic,ROUGE2_MayoClinic,ROUGEL_MayoClinic
fever,"Based on the information provided from Mayo Clinic, MedlinePlus, and Healthline, the main causes of fever are:

1. **Viral infections**: Such as the flu, common viral infections, and various other viral illnesses.
2. **Bacterial infections**: Including pneumonia, which can cause a fever.
3. **Infections**: In general, infections are the primary cause of fever, as they activate the immune system and prompt the body to increase its temperature.
4. **Some immunizations**: Certain vaccines, such as the diphtheria, tetanus, and acellular pertussis (DTaP), pneumococcal, or COVID-19 vaccines, can cause a fever as a side effect.
5. **Medications**: Some medications, including antibiotics, blood pressure medicines, and anti-seizure medicines, can cause a fever as a side effect.
6. **Inflammatory conditions**: Such as rheumatoid arthritis, Crohn's disease, and other conditions that involve inflammation.
7. **Cancers**: Certain types of cancer can cause a fever.
8. **Autoimmune diseases**: Certain autoimmune diseases, although less commonly associated with fever, can trigger a fever.
9. **Heat illness**: Extreme heat or heat exhaustion can cause a fever.
10. **Other conditions**: Such as teething in infants, blood clots, extreme sunburn, and food poisoning, which can also trigger a fever.

Note that these causes are not exhaustive, but they",0.8367810249328613,0.8411849141120911,0.841556191444397,0.3938461538461538,0.13622291021671826,0.1846153846153846,0.38208955223880603,0.09609609609609611,0.1671641791044776,0.4466019417475728,0.16585365853658537,0.16990291262135923
fibromyalgia,"The main causes of fibromyalgia are multifaceted and not yet fully understood. However, based on the information provided, the primary factors that contribute to the development of fibromyalgia include:

1. **Genetic predisposition**: Fibromyalgia tends to run in families, suggesting a genetic component. Variations in multiple genes, each with a small effect, may combine to increase the risk of developing the condition.
2. **Triggers**: Triggers can be physical (e.g., infections, injuries, trauma) or emotional (e.g., stress, childhood abuse or neglect, post-traumatic stress disorder). Specific infections linked to fibromyalgia include:
	* Flu
	* Pneumonia
	* Epstein-Barr virus
	* Gastrointestinal infections (Salmonella and Shigella)
	* Trauma (severe physical or emotional stress)
3. **Neurotransmitter imbalance**: Changes in the levels of certain chemicals in the brain that signal pain may contribute to the development of fibromyalgia.
4. **Sensitization of pain receptors**: The brain's pain receptors may develop a memory of pain and become overreactive, leading to increased sensitivity to pain.
5. **Environmental factors**: Physical inactivity, obesity, sleep disturbances, and low job or life satisfaction may also increase the risk of developing fibromyalgia.

It's essential to note that many people who develop fibromyalgia do not have any",0.8610044717788696,0.8650012016296387,0.8627395033836365,0.4989059080962801,0.16263736263736261,0.21881838074398252,0.5330578512396695,0.24896265560165973,0.2644628099173554,0.5137614678899083,0.1846153846153846,0.2324159021406728
gallstones,"According to the trusted sources, the main causes of gallstones are:

1. **Too much cholesterol in bile**: When the liver produces more cholesterol than the bile can dissolve, excess cholesterol can form into crystals and eventually into gallstones.
2. **Too much bilirubin in bile**: Excess bilirubin is produced when the body breaks down too many red blood cells, leading to the formation of pigment stones in the gallbladder.
3. **Gallbladder failure to empty bile properly**: If the gallbladder doesn't empty its bile content correctly, the bile may become overly concentrated, leading to the formation of gallstones.

Additionally, it's mentioned that gallslone may also be triggered by liver conditions such as cirrhosis and biliary tract infections, as well as certain blood disorders. However, these are not explicitly listed as a main cause.",0.8914411067962646,0.8641706705093384,0.9031262397766113,0.5567765567765567,0.19926199261992622,0.293040293040293,0.3696682464454976,0.1339712918660287,0.18009478672985782,0.6240601503759399,0.26515151515151514,0.4060150375939849
GERD,"Based on the provided information from Mayo Clinic, MedlinePlus, and Healthline, the main causes of GERD (Gastroesophageal reflux disease) can be categorized into the following:

**Mechanical Causes:**

1. Hiatal hernia: When part of the stomach pushes above the diaphragm, impairing the LES's ability to close.
2. Weakened or malfunctioning lower esophageal sphincter (LES): LES fails to close correctly, allowing stomach contents to flow back into the esophagus.

**Lifestyle Factors:**

1. Overeating: Consuming large meals can stretch the stomach, reducing pressure on the LES and allowing reflux.
2. Frequent use of nonsteroidal anti-inflammatory drugs (NSAIDs) like aspirin and ibuprofen.
3. Smoking or exposure to secondhand smoke.
4. Lying down soon after eating: This can decrease the pressure needed for the LES to function correctly.

**Health Factors:**

1. Obesity
2. Pregnancy
3. Connective tissue disorders
4. Older age
5. Certain health conditions, such as:
   * Anxiety
   * Asthma
   * Irritable bowel syndrome (IBS)

**Dietary Triggers:**

1. High-fat foods (fried and fast foods)
2. Spicy foods
3. Certain fruits and vegetables (citrus, tomatoes, pineapple)
4. Beverages like coffee, tea, and carbonated drinks",0.8673282265663147,0.8900563716888428,0.8869078755378723,0.4710280373831776,0.20262664165103192,0.27289719626168224,0.60813704496788,0.39999999999999997,0.39400428265524623,0.5696465696465696,0.34655532359081415,0.37422037422037424
heart attack,"The main causes of heart attack, as per the trusted information from MayoClinic and Healthline, are:

1. **Plaque buildup in arteries**: Cholesterol-containing deposits called plaques that build up in the arteries that supply blood to the heart.
2. **Disruption in the plaque**: When the plaque on the inner wall of the artery ruptures and releases cholesterol and other substances into the bloodstream, causing a blood clot to form and block the artery.
3. **Blocked arteries**: Complete or partial blockage of one or more of the heart (coronary) arteries due to cholesterol-containing deposits.
4. **Blood vessel spasms**: Sudden, severe squeezing of a blood vessel that's not blocked.
5. **Torn blood vessels**: Spontaneous coronary artery dissection (SCAD), which is a life-threatening condition caused by a tear inside a heart artery.
6. **Lack of oxygen in the blood**: Hypoxia, which can cause the heart not to receive enough oxygen-rich blood.
7. **Certain infections**: COVID-19 and other viral infections that may cause damage to the heart muscle.
8. **Other causes**: Such as drug misuse, but these are less common causes of heart attacks.",0.8755729794502258,0.8504149913787842,0.866281270980835,0.6158730158730159,0.34504792332268375,0.38095238095238093,0.4571428571428572,0.18530351437699683,0.2285714285714286,0.5022421524663676,0.31531531531531526,0.29596412556053814
hemorrhoids,"The main causes of hemorrhoids based on the provided information are:

1. **Straining during bowel movements:** Excessive straining can increase pressure on the veins in the lower rectum, leading to hemorrhoids.
2. **Sitting for long periods of time, especially on the toilet:** Prolonged sitting puts additional pressure on the veins in the anus and can cause them to bulge or swell.
3. **Chronic constipation or diarrhea:** Changes in bowel habits can increase pressure on the anus and veins, leading to hemorrhoids.
4. **Being obese:** Excess weight can put additional pressure on the veins in the anus and lower rectum, making them more prone to swelling and hemorrhoids.
5. **Being pregnant:** An enlarged uterus can press on the vein in the colon, causing it to bulge and leading to hemorrhoids.
6. **Anal intercourse:** Frequent or vigorous anal sex can irritate hemorrhoids, leading to discomfort and bleeding.
7. **Heavy lifting or straining activities:** Regularly lifting heavy items can strain the body, causing increased pressure on the veins in the anus and lower rectum.
8. **Age:** While not a direct cause, being over 50 may increase the risk of developing hemorrhoids due to decreased blood flow, weakened veins, or other age-related factors.
9. **Diseases such as cirrhosis:** Certain underlying medical conditions can put additional pressure on the veins in the anus and lower rectum",0.8668051958084106,0.863423764705658,0.8726667761802673,0.4281150159744409,0.23794212218649516,0.2875399361022364,0.33217993079584773,0.14634146341463414,0.18685121107266434,0.3591549295774648,0.19148936170212766,0.22535211267605637
hepatitis A,"Based on the information provided by Mayo Clinic, MedlinePlus, and Healthline, the main causes of hepatitis A are:

1. **Food and water contamination**: Eating food or drinking water contaminated with the hepatitis A virus (HAV).
   a. Food handled by someone with HAV who did not properly wash their hands.
   b. Food washed in contaminated water.
   c. Raw shellfish from water polluted with sewage.
   d. Drinking contaminated water.

2. **Close personal contact**: Being in close contact with a person who has hepatitis A, including:
   a. Having sex with someone who has HAV.
   b. Taking care of someone who is ill with hepatitis A.
   c. Using illegal drugs with someone who has HAV.

These two main causes highlight the importance of proper hygiene practices, like frequent and thorough hand washing, especially for those who work with food or care for someone with hepatitis A.",0.8553703427314758,0.8627527952194214,0.8532156348228455,0.49664429530201337,0.23648648648648646,0.23489932885906042,0.5213675213675213,0.2844827586206896,0.3504273504273504,0.5078369905956113,0.2586750788643533,0.3260188087774295
hepatitis B,"The main causes of hepatitis B are:

1. **Sexual contact**: Having unprotected sex with someone who is infected with the virus.
2. **Sharing needles**: Using needles or syringes that have come into contact with infected blood, such as through injecting illicit drugs.
3. **Accidental needlesticks**: Coming into contact with human blood through a needlestick or sharps injury, especially for healthcare workers.
4. **Pregnant person to newborn**: Passing the virus from an infected pregnant person to their baby during childbirth.
5. **Unclean tattoo or acupuncture equipment**: Getting a tattoo or acupuncture treatment with improperly cleaned or unclean needles.
6. **Sharing personal items**: Sharing personal items, such as toothbrushes, razors, and nail clippers, with someone who has the virus.
7. **Birth from an infected mother**: Being born to a mother who is infected with the hepatitis B virus.

It's worth noting that the virus can also be transmitted through contact with bodily fluids, such as blood, semen, and vaginal fluids.",0.8342922329902649,0.8653505444526672,0.8660179376602173,0.34632034632034636,0.13973799126637554,0.20779220779220778,0.5454545454545454,0.2649842271293375,0.31347962382445144,0.5481049562682215,0.22287390029325513,0.30320699708454807
hepatitis C,"According to the provided information, the main causes of hepatitis C infection are:

1. **Blood-to-blood contact**: Exposure to the blood of an infected person through an open wound, needle stick, or other means.
2. **Sharing needles or equipment**: Using nonsterile needles, syringes, and other supplies to inject or inhale substances, sharing needles for tattooing or piercing, or sharing personal items like razors or toothbrushes.
3. **Unprotected sex**: Engaging in oral, vaginal, or anal sex without a condom or other barrier method with an infected partner.
4. **Medical procedures**: Being born to a mother with HCV, receiving a blood transfusion (rare in the US since 1992), receiving an organ transplant from an infected donor before 1992, or receiving clotting factor concentrates or other blood products before 1987.
5. **Sharing bodily fluids**: Sharing personal items, such as toothbrushes and razors, with someone who has HCV.

Overall, the primary mode of transmission for hepatitis C is through blood-to-blood contact, often through sharing needles or equipment, or unprotected sex with an infected partner.",0.8690351843833923,0.8585920333862305,0.813869297504425,0.5498281786941581,0.3391003460207613,0.37800687285223367,0.4250681198910082,0.19178082191780824,0.23978201634877383,0.2097378277153558,0.03018867924528302,0.11985018726591759
hernia,"Based on the trusted information provided by MayoClinic, MedlinePlus, and Healthline, the main causes of hernia are:

1. **Congenital conditions**: Present from birth due to developmental issues in the womb.
2. **Aging**: Weakening of muscles with age.
3. **Injuries or complications from surgery**: Damage to the muscles or abdominal tissues.
4. **Intense physical activity or heavy lifting**: Strain on the muscles and abdominal tissues.
5. **Persistent coughing or chronic obstructive pulmonary disease (COPD)**: Repeated pressure on the abdomen.
6. **Pregnancy, particularly multiple pregnancies**: Increased pressure on the abdominal tissues.
7. **Constipation, causing straining during bowel movements**: Repeated strain on the abdominal tissues.
8. **Being overweight or obese**: Increased pressure on the abdominal tissues.

Additionally, certain risk factors can increase the likelihood of developing a hernia, including:

1. **Premature birth or low birth weight**
2. **Older age**
3. **Chronic coughing (due to repeated abdominal pressure)**
4. **Cystic fibrosis**
5. **Smoking (weakens connective tissues)**
6. **A personal or family history of hernias**",0.8661449551582336,0.8877227306365967,0.8925415277481079,0.5476923076923077,0.22910216718266252,0.4061538461538462,0.6466666666666666,0.4161073825503356,0.5533333333333335,0.697986577181208,0.4594594594594595,0.5771812080536913
HIV,"According to the provided trusted sources (MayoClinic, MedlinePlus, and Healthline), the main causes of HIV are:

1. Sexual contact (vaginal or anal) without protection (condoms or medicine to treat or prevent HIV) with a person who has HIV.
2. Sharing needles or injecting illicit drugs with someone who has HIV.
3. Contact with infected blood.
4. Mother-to-child transmission during pregnancy, childbirth, or breastfeeding.

These are the primary ways HIV is transmitted, as stated by the credible sources.",0.8484346866607666,0.897251546382904,0.8491931557655334,0.4313725490196078,0.17218543046357615,0.2875816993464052,0.5526315789473684,0.3066666666666666,0.3157894736842105,0.39473684210526316,0.16,0.2631578947368421
hives,"The main causes of hives, according to the provided information, are:

1. **Allergic reactions to substances**: 
   - **Animal dander** (especially from cats)
   - **Insect bites**
   - **Medications**
   - **Pollen**
   - **Foods**: 
     - **Shellfish**
     - **Fish**
     - **Nuts**
     - **Eggs**
     - **Milk**

2. **Non-allergic factors** (also known as non-allergic urticaria):
   - **Stress**
   - **Tight clothes**
   - **Exercise**
   - **Illnesses** or **infections**
   - **Excessive exposure to hot or cold temperatures**
   - **Irritation due to excessive sweating**

Keep in mind that there might be individual differences, and sometimes the actual cause of hives cannot be determined.",0.8188461065292358,0.8075153231620789,0.8091352581977844,0.4556962025316456,0.21276595744680848,0.32067510548523204,0.3516483516483516,0.11111111111111112,0.2087912087912088,0.37037037037037035,0.1497326203208556,0.21164021164021163
kidney stones,"The main causes of kidney stones can be broken down into several categories: 

1. **Dietary Factors:**
   - High dietary levels of substances like oxalate, calcium, uric acid, and sodium
   - High animal protein intake
   - Low dietary calcium
   - High glucose levels

2. **Water and Dehydration:**
   - Dehydration or too little water in the body

3. **Medical Conditions:**
   - Obesity
   - Type 2 diabetes
   - Inflammatory bowel disease (abnormal inflammation of the intestinal walls)
   - Hyperparathyroidism (overactivity of the parathyroid glands)
   - Renal tubular acidosis (kidney dysfunction that leads to too much acid in the blood)
   - Recurrent urinary tract infections
   - Gout (abnormal inflammation in the joints caused by high levels of uric acid in the blood)

4. **Genetic and Family History Factors:**
   - Family history of kidney stones
   - Genetic changes that can increase the risk of developing kidney stones

5. **Medications and Other Factors:**
   - Taking certain medications like diuretics (triamterene), antiseizure drugs, and calcium-based antacids
   - Gastric bypass surgery
   - Intestinal bypass surgery
   - High doses of vitamin D
   - Metabolic disorders

Note that many cases of kidney stones have no specific cause identified",0.828851580619812,0.835673451423645,0.8165414333343506,0.44594594594594594,0.17006802721088435,0.22972972972972974,0.47337278106508884,0.300990099009901,0.21696252465483234,0.3686274509803922,0.12598425196850396,0.15294117647058822
obesity,"The main causes of obesity, according to the provided trusted sources, can be categorized into two types: controllable causes and uncontrollable causes.

**Controllable Causes:**

1. **Taking in more calories than burning**: Consuming more calories than the body uses through daily activities and exercise leads to obesity.
2. **Poor eating habits**: Eating more food than the body can use, drinking too much alcohol, and not getting enough exercise contribute to obesity.
3. **Lack of physical activity**: Reduced physical activity due to desk jobs and conveniences (e.g., remote controls, escalators) can lead to obesity.
4. **Food environment**: Being surrounded by fast food and high-calorie beverages can contribute to obesity.
5. **Eating habits learned as children**: The way we eat as children can affect our eating habits as adults.
6. **Habits and stress**: Stress, anxiety, feeling sad, depression, or not sleeping well can lead to weight gain.

**Uncontrollable Causes:**

1. **Genetics**: Genetic factors can affect how the body processes food into energy and stores fat.
2. **Age**: Growing older can lead to weight gain, as it can result in less muscle mass and a slower metabolism.
3. **Sleep**: Not sleeping enough can lead to hormonal changes, which can cause weight gain.
4. **Certain health conditions**: Conditions such as metabolic syndrome, PCOS, Prader-Willi syndrome, Cushing syndrome, hyp",0.8461906313896179,0.8430835008621216,0.8455232977867126,0.4606299212598425,0.21343873517786563,0.25984251968503935,0.396103896103896,0.15309446254071662,0.198051948051948,0.34782608695652173,0.10495626822157433,0.17391304347826086
osteoarthritis,"The main causes of osteoarthritis are complex and multi-factorial. While the exact underlying cause is still not fully understood, based on the information provided:

1. **Genetics**: Multiple genetic variations, which subtly change gene activity (expression), contribute to the risk of developing osteoarthritis. These genetic changes affect the formation and maintenance of bone and cartilage.
2. **Gradual joint and cartilage damage**: Cartilage breakdown over time, leading to bones rubbing against each other, is a key characteristic of osteoarthritis.
3. **Interplay between genetics and environmental/lifestyle factors**: Genetic predispositions can be amplified by environmental and lifestyle factors, such as obesity, excessive joint stress, past injuries, age, and certain occupations.
4. **Failed attempts to repair joint damage**: The body's attempts to repair joint damage lead to changes in bone and connective tissue, causing further joint damage and inflammation.

Key risk factors that contribute to osteoarthritis development and progression include:

- Genetics (family history)
- Past injuries
- Age (50+ years)
- Being assigned female at birth
- Obesity/overweight
- Menopause
- Certain occupations (e.g., kneeling, climbing, heavy lifting)
- Other medical conditions affecting joint health

It's essential to note that osteoarthritis is a complex condition, and multiple factors may interact to increase the risk of developing the disorder.",0.8686816692352295,0.8620315790176392,0.8375393152236938,0.5040214477211796,0.1994609164420485,0.30563002680965146,0.5175983436853001,0.19542619542619538,0.19875776397515527,0.3389830508474576,0.0477815699658703,0.18305084745762712
osteoporosis,"The main causes of osteoporosis based on the information provided are:

1. **Insufficient calcium intake:** Not consuming enough calcium-rich foods to support bone formation and maintenance.
2. **Inadequate vitamin D:** Not getting enough vitamin D to aid in calcium absorption, which is essential for building and maintaining strong bones.
3. **Body's inability to absorb calcium and vitamin D:** This can occur after gastric bypass surgery or due to specific medical conditions, affecting the body's ability to use these essential minerals.
4. **Aging:** As people age, their bodies naturally reabsorb more calcium and phosphate from bones, leading to bone loss and weakening.
5. **Hormonal changes:**
	* Decreased estrogen levels in women after menopause.
	* Decreased testosterone levels in aging men.
6. **Chronic inflammatory conditions:** Such as Crohn's disease, rheumatoid arthritis, and other inflammatory conditions that contribute to bone loss.
7. **Prolonged bed rest:** Causing children's bones to be affected more significantly, but not exclusive to this age group.
8. **Certain medications:**
	* Seizure drugs.
	* Hormone therapies for prostate or breast cancer.
	* Long-term use of steroids (over three months).
These causes of osteoporosis can lead to bone loss, brittle and fragile bones, and increased risk of fractures.",0.8765774965286255,0.8565682172775269,0.8752614259719849,0.6137787056367432,0.31027253668763105,0.32985386221294366,0.4741532976827094,0.14311270125223613,0.2174688057040998,0.5860655737704918,0.29218106995884774,0.29918032786885246
