Index,LLM Response,MayoClinic Similarity,Healthline Similarity,MedlinePlus Similarity,MayoClinic Missing Points,Healthline Missing Points,MedlinePlus Missing Points,MayoClinic Extra Points,Healthline Extra Points,MedlinePlus Extra Points
10,"**1. Infection:**

* Bacterial infections (e.g., pneumonia, urinary tract infection, sepsis)
* Viral infections (e.g., influenza, COVID-19, common cold)
* Fungal infections (e.g., candidiasis, aspergillosis)


**2. Inflammation:**

* Tissue damage (e.g., burns, surgery, trauma)
* Autoimmune disorders (e.g., lupus, rheumatoid arthritis)
* Chronic diseases (e.g., arthritis, kidney disease)


**3. Fever-causing substances:**

* Medications (e.g., aspirin, ibuprofen, antibiotics)
* Vaccine reactions
* Alcohol withdrawal


**4. Neurologic disorders:**

* Meningitis
* Encephalitis
* Stroke


**5. Other causes:**

* Heat exposure
* Emotional stress
* Dehydration
* Sleep deprivation
* Certain medical conditions (e.g., hyperthyroidism, thyroid problems)",0.5569297075271606,0.6435196399688721,0.5668540000915527,"the day, 40, evening, 104, DTaP, late afternoon","Crohn, RA","98.6, Autoimmune, Infections, 37","4, influenza, 1, COVID-19, 3, Infection:*, 2, 5","4, influenza, 1, COVID-19, 3, Infection:*, 2, 5","4, influenza, 1, COVID-19, 3, Infection:*, 2, 5"
11,"The exact causes of fibromyalgia remain unknown, but researchers believe it is likely a combination of factors, including:

**Genetic factors:**

* Strong family history of fibromyalgia suggests a genetic predisposition.
* Certain genes associated with pain processing and neurological function may play a role.


**Central nervous system abnormalities:**

* Changes in brain architecture and chemical neurotransmitters involved in pain perception.
* Increased activity in brain regions associated with pain and decreased activity in areas associated with pain modulation.


**Immune system dysfunction:**

* Some studies suggest abnormalities in the immune system's response, potentially contributing to inflammation and pain.


**Neurotransmitter abnormalities:**

* Imbalances in neurotransmitters like serotonin, norepinephrine, and glutamate, which influence mood, sleep, and pain sensation.


**Physical factors:**

* Trauma, injury, or surgery can trigger fibromyalgia in susceptible individuals.
* Poor sleep quality, physical exertion, and temperature changes can exacerbate symptoms.


**Psychological factors:**

* Psychological stress, emotional trauma, and negative life events can influence the development or progression of fibromyalgia.


**Other potential factors:**

* Alterations in gut microbiome composition
* Changes in barometric pressure and sleep cycles
* Exposure to certain medications
* Unidentified infections or toxins",0.8072312474250793,0.875568151473999,0.8104652762413025,Infections,"Shigella
Trauma
People, Salmonella, Epstein-Barr, one, Healthcare, One, Infections",,,,
12,"**1. Genetic factors:**

* A family history of gallstones increases the risk.
* Genetic alterations in genes involved in bile acid synthesis and transport.


**2. Diet:**
* A diet high in saturated fats, cholesterol, and red meat.
* Low fiber intake, leading to increased cholesterol saturation in bile.


**3. Weight:**
* Obesity and weight gain are associated with an increased risk of gallstones.


**4. Age:**
* Risk increases with age, most commonly occurring between 40-60 years old.


**5. Gender:**
* Women are slightly more likely to develop gallstones than men.


**6. Bile duct obstruction:**
* Narrowing or obstruction of the bile duct by tumors, stones, or inflammation can lead to gallstone formation.


**7. Chronic diseases:**
* Diabetes, inflammatory bowel disease, and celiac disease have been linked to an increased risk of gallstones.


**8. Lifestyle factors:**
* Alcohol abuse and smoking can contribute to gallstone formation.


**9. Postpartum period:**
* Women are more likely to develop gallstones after childbirth due to hormonal changes.


**10. Certain medical procedures:**
* Some medical procedures, such as cholecystectomy (gallbladder removal), can trigger the formation of gallstones.",0.6737605333328247,0.6958118081092834,0.6539790630340576,,Approximately 4,"two, CT","8, between 40-60 years old, 6, 4, 9, 10, Diet, 1, 3, Postpartum, 2, 5, 7","8, between 40-60 years old, 6, 4, 9, 10, Diet, 1, 3, Postpartum, 2, 7","8, between 40-60 years old, 6, 4, 9, 10, Diet, 1, 3, Postpartum, 2, 5, 7"
13,"**1. Acid-related factors:**

* Increased acid production in the stomach
* Reduced production of protective mucous in the esophagus
* Hiatal hernia, allowing acid to bypass the valve between the stomach and esophagus


**2. Muscle and valve abnormalities:**

* Weak or damaged lower esophageal sphincter muscle (LESM), which acts as a valve between the stomach and esophagus
* Increased stomach acid production can also weaken the LESM
* Other structural abnormalities in the esophagus or stomach


**3. Lifestyle and diet:**

* Eating large or fatty meals
* Eating foods that trigger acid production, such as caffeine, alcohol, and spicy foods
* Drinking soda or caffeine right before bedtime
* Being overweight or obese
* Smoking


**4. Medical conditions:**

* Zollinger-Ellison syndrome: an autoimmune disease that causes excessive acid production in the stomach
* Peptic ulcer disease
* Surgery to the stomach or esophagus


**5. Other factors:**

* Female gender (women are more likely to develop GERD)
* Age (older adults are more likely to have GERD)
* Genetics
* Psychological factors, such as stress and anxiety",0.7510148286819458,0.6851999759674072,0.7303138375282288,"Asthma
Irritable, Spicy, Eating, NSAIDs, The Role of Alcohol
Research, Additional Contributing Factors, Factors Affecting LES Function, LES, Acidic","n’t, Lifestyle, LES","Asthma
Irritable, GERD
Research, NSAIDs, Factors Affecting LES Function, LES","Zollinger-Ellison, 4, 1, 3, LESM, 2, 5","Zollinger-Ellison, 4, 1, 3, 5, LESM, Hiatal hernia, 2","Zollinger-Ellison, 4, 1, 3, LESM, 2, 5"
14,"**1. Fatty plaque buildup (atherosclerosis)**

* Accumulation of plaque made up of cholesterol, fat, calcium, and white blood cells narrows blood vessels, restricting blood flow to the heart.


**2. Abnormal heart rhythms (arrhythmias)**

* Irregular heartbeats can disrupt blood flow to the heart, causing damage.


**3. Blood clots**

* Clots blocking blood flow to the heart, such as a blood clot in a narrowed artery.


**4. Narrowing of the coronary arteries**

* Hardening and narrowing of the arteries supplying blood to the heart.


**5. Cholesterol abnormalities**

* High levels of low-density lipoprotein (LDL) cholesterol and low levels of high-density lipoprotein (HDL) cholesterol in the bloodstream contribute to plaque buildup.


**6. Smoking**

* Damages blood vessels and increases the risk of blood clots.


**7. High blood pressure**

* Increases the risk of plaque rupture and blood clot formation.


**8. High cholesterol**

* Raises the risk of fatty plaque buildup.


**9. Overweight and obesity**

* Associated with increased inflammation and plaque buildup.


**10. Diabetes**

* Disrupts blood flow, promotes inflammation, and increases the chances of blood clots.",0.5802367925643921,0.61419677734375,0.5813267230987549,"one, ECG, One, Coronary, NSTEMI, EKG, Prinzmetal",two,,"8, 6, 9, 10, 4., 1, 3, 5, 2, HDL, 7","HDL, 8, 6, 9, 10, 4., 1, 3, 2, 5, 7","HDL, 8, 6, 9, 10, 4., 1, 3, 2, 5, 7"
15,"**1. Chronic diarrhea or constipation:**
- Persistent straining during bowel movements can put pressure on the veins in the anal area.


**2. High-pressure in the abdomen:**
- Conditions like obesity, pregnancy, or portal hypertension can increase abdominal pressure, putting pressure on the veins in the rectum and anal canal.


**3. Prolonged sitting:**
- Sitting for long periods can put pressure on the anal veins and contribute to hemorrhoids.


**4. Straining during childbirth:**
- The force of labor can damage the blood vessels in the anal area, leading to hemorrhoids.


**5. Anal intercourse:**
- Rough or vigorous sexual intercourse can damage the anal tissue and blood vessels, leading to hemorrhoids.


**6. Chronic coughing:**
- Persistent coughing can put strain on the abdominal cavity and contribute to hemorrhoids.


**7. Obesity:**
- Excess weight can put additional pressure on the anal veins.


**8. Increased age:**
- The veins in the anal area naturally become more fragile with age, making people more likely to develop hemorrhoids.


**9. Inflammatory diseases of the anal canal:**
- Conditions like inflammatory bowel disease can cause inflammation and swelling in the anal area, which can contribute to hemorrhoids.


**10. Anal trauma:**
- Any injury to the anal area, such as a haemorrhoid or fissure, can also lead to the development of hemorrho",0.7247030138969421,0.7141616344451904,0.6718320250511169,,the age of 50,"Constipation
Sitting","8, 6, 9, 10, 4., 3., 1, 2, 5, 7","8, 6, 9, 10, 4., 3., 1, 2, 5, 7","8, 6, 9, 10, 4., 3., 1, 2, 5, 7"
16,"**Main causes of hepatitis A:**

**1. Faecal-oral transmission:**
- Contact with contaminated food or water
- Person-to-person contact with an infected person through contaminated food or water


**2. Consumption of contaminated food:**
- Eating raw or undercooked shellfish or other foods contaminated with the virus
- Consuming contaminated water from a private well or from a source with a broken sewage system


**3. Contact with infected blood or bodily fluids:**
- Needle stick or other injury with contaminated blood
- Contact with contaminated blood during medical procedures


**4. Travel to areas with high endemicity:**
- Exposure to contaminated water or food in areas where hepatitis A is endemic


**5. Sexual contact with an infected person:**
- Sexual fluids from an infected person can transmit the virus",0.8265277743339539,0.7711066007614136,0.8145603537559509,a few months,HAV,Drink,"4, 1, 3, 2, 5","4, 1, 3, 2, 5","4, 1, 3, 2, 5"
17,"**1. Viral infection:**

* Hepatitis B virus (HBV) infection is the primary cause of viral hepatitis.
* The virus is spread through contact with infected blood or bodily fluids.


**2. Autoimmune disorders:**

* In some cases, the body's immune system can mistakenly attack the liver, leading to hepatitis.


**3. Alcohol abuse:**

* Excessive alcohol consumption can damage the liver and cause inflammation, mimicking the symptoms of hepatitis.


**4. Fatty liver disease:**

* Certain medical conditions, such as non-alcoholic fatty liver disease (NAFLD) and alcoholic fatty liver disease, can also cause inflammation and damage in the liver.


**5. Medications:**

* Some medications, such as isoniazid and amiodarone, can side-effect with liver inflammation.


**6. Other infections:**

* Some bacterial, viral, and fungal infections can also cause hepatitis.


**7. Inherited disorders:**

* A rare genetic disorder called alpha-1 antitrypsin deficiency can increase the risk of liver damage and inflammation.",0.6891804337501526,0.6954951882362366,0.7090398073196411,"Nonalcoholic, Alagille, Cystic, atresia, Infection, Wilson","Biliary atresia, Nonalcoholic, Alagille, Primary, Wilson, Infections","Liver, Buildup, the United States","6, 4., 1, 3, 2, 5, 7","6, 4., 1, 3, Medications, 2, 5, 7","6, 4., 1, 3, Medications, 2, 5, 7"
18,"**Main causes of hepatitis C:**

**1. Viral infection:**

* Chronic infection with the hepatitis C virus (HCV) is the primary cause of hepatitis C. 


**2. Bloodborne exposure:**

* Contact with infected blood through:
    * Needle stick injuries
    * Percutaneous exposure (skin or mucous membrane contact with infected blood)
    * Sexual contact with an infected person


**3. Mother-to-child transmission:**

* From an infected mother to her child during childbirth or breastfeeding.


**4. Medical procedures:**

* Accidental exposure to infected blood during medical procedures or contaminated surgical instruments.


**5. Mixed infections:**

* Sometimes, hepatitis C can coexist with other liver diseases, such as:
    * Alcohol-induced liver disease
    * Autoimmune hepatitis
    * Fatty liver disease",0.7655341029167175,0.8205347061157227,0.7202762365341187,"seven, 67, the United States","1992, 1987","1992, the United States","4, 2, 3, 5","4, 1, 3, 2, 5","4, 1, 3, 2, 5"
19,"**1. Increased abdominal pressure:**

- Chronic coughing
- Excessive weight gain
- Pregnancy
- Straining during bowel movements
- High-pressure abdominal contents (ascites, tumors)


**2. Weakened abdominal wall:**

- Previous abdominal surgery
- Hereditary weakness in the abdominal wall muscles and connective tissue
- Severe abdominal trauma
- Chronic inflammation


**3. Organ abnormalities:**

- Large abdominal tumors
- Ovarian cysts in women
- Uterine fibroids
- Polyps in the colon or small intestine


**4. Lifestyle factors:**

- Chronic coughing
- Persistent abdominal straining
- High-fat diet
- Diving


**5. Other causes:**

- Incision site hernia during abdominal surgery
- Iatrogenic hernia (caused by medical procedures)",0.7036561965942383,0.6652741432189941,0.6917024850845337,"Constipation, Abdominal, Cystic, Excess, Intense",hernia,"Constipation, Cystic, Ascites","4, 1, 3, 2, 5","4, 1, 3, 2, 5","4, 1, 3, 2, 5"
20,"**Main causes of HIV:**

**1. Human T-cell lymphotropic virus (HIV)**

* HIV is a retrovirus that targets specific types of white blood cells, namely CD4+ T cells.
* The virus uses the host's cellular machinery to multiply, leading to the destruction of T cells.


**2. Human behavior:**

* **Unprotected sexual contact:** Sex with an infected person without a condom.
* **Sharing needles or other drug paraphernalia:** Contact with blood through needles or other contaminated paraphernalia.
* **Mother-to-child transmission:** From an infected mother to her child during pregnancy, birth, or breastfeeding.


**3. Genetic factors:**

* Certain genetic variations may influence the severity and progression of HIV infection.


**4. Environmental factors:**

* Exposure to certain chemicals or toxins can modulate the immune response and make people more susceptible to HIV.


**5. Co-infections:**

* Other infections or diseases can weaken the immune system and make people more vulnerable to HIV.


**6. Maternal factors:**

* Certain maternal factors, such as pre-existing infections or malnutrition, can increase the risk of HIV transmission to the fetus.",0.8192784786224365,0.8212660551071167,0.6527185440063477,,,,"1, 3, 5, 6, 4, 2","1, 3, 5, 6, 4, 2","1, 3, 5, 6, 4, 2"
21,"**1. Allergic reactions:**

* Pollen allergies (hay fever, dust mites)
* Food allergies (e.g., peanuts, shellfish)
* Medications (e.g., penicillin, ibuprofen)
* Insect stings (e.g., bees, wasps, mosquitoes)


**2. Immune-related causes:**

* Autoimmune disorders (e.g., lupus, rheumatoid arthritis)
* Sarcoidosis (a chronic inflammatory disease)


**3. Environmental factors:**

* Cold temperatures
* Humidity
* Exposure to certain plants or chemicals


**4. Medical conditions:**

* Thyroid disorders
* Skin infections
* Hives associated with alcohol consumption


**5. Psychogenic causes:**

* Emotional stress
* Anxiety
* Psychological trauma


**6. Other possible causes:**

* Side effects of certain medications
* Sun exposure
* Skin injuries or infections",0.6348788738250732,0.6534374952316284,0.6043041944503784,"Angioedema, Medications
Pollen
Foods",,"Angioedema, Pollen
Shellfish, Medicines","6, 4, 1, 3, 2, 5","1, 3, 5, 6, 4, 2","6, 4, 1, 3, 2, 5"
22,"**1. Metabolic abnormalities:**

* Hyperoxaluria (excessive urine oxalate)
* Hyperuricemia (high levels of uric acid in urine)
* Hypercalcemia (high levels of calcium in urine)
* Hypocitraturia (low levels of citrate in urine)


**2. Dehydration:**

* Inadequate fluid intake leading to concentrated urine and increased risk of stone formation.


**3. Diet:**

* Consuming foods rich in oxalate, uric acid, and calcium can contribute to stone formation.
* High-protein and high-sodium diets can also increase the risk of stones.


**4. Medical conditions:**

* Urinary tract infections (UTIs)
* Kidney infections
* Certain medical treatments
* Polycystic kidney disease (PKD)


**5. Lifestyle factors:**

* Caffeine and alcohol consumption
* Sitting for long periods
* Being overweight or obese


**6. Genetic factors:**

* Certain genes associated with stone formation can increase the risk.


**7. Other factors:**

* Changes in urine pH
* Medical procedures involving the kidneys
* Travel and altitude changes",0.7636547684669495,0.8042203187942505,0.7388625741004944,"Cystine, daily, cystinuria, Uric, Topamax, Qudexy XR, Trokendi XR, Kidney","between the ages of 20 and 50, the National Institute of Diabetes and Digestive, Kidney Diseases, the United States, Kidney","About half, Hypercalciuria, hypercalciuria","Hypocitraturia, Hyperoxaluria, PKD, 6, 4, Diet, 1, 3, 2, 5, 7","Hypocitraturia, Hyperoxaluria, PKD, 6, 4, Diet, 1, 3, 2, 5, 7","Hypocitraturia, Hyperoxaluria, PKD, 6, 4, Diet, 1, 3, 5, 7"
